manufacturer,model,submodel,year,hand,mileage,engine_liters,horsepower,fuel,transmission,drive_type,body_color,price
Mazda,5,S,2006,2,89000.0,2.0,145,Gasoline,Automatic,FWD,Blue,11000
Mazda,6,Luxury,2019,2,160000.0,2.0,165,Gasoline,Automatic,FWD,Black,69900
Mazda,3,Active,2008,3,200000.0,1.6,105,Gasoline,Automatic,FWD,Beige,12000
Mazda,5,S,2007,3,185000.0,2.0,145,Gasoline,Automatic,FWD,Silver,11900
Mazda,Cx 5,Executive,2013,3,161826.0,2.0,155,Gasoline,Automatic,FWD,White,50000
Mazda,5,Executive,2014,4,149000.0,2.0,144,Gasoline,Automatic,FWD,Silver,44000
Mazda,Cx 5,Executive,2021,2,60000.0,2.0,165,Gasoline,Automatic,FWD,Black,120000
Mazda,Cx 5,Luxury,2018,2,115000.0,2.0,165,Gasoline,Automatic,FWD,Black,112000
Mazda,Cx 5,Comfort,2020,2,81000.0,2.0,165,Gasoline,Automatic,FWD,White,103000
Mazda,3,,2012,4,260000.0,1.6,105,Gasoline,Automatic,FWD,White,9500
Mazda,3,Premium,2023,2,31000.0,2.0,165,Gasoline,Automatic,FWD,Silver,135000
Mazda,2,Dynamic,2009,1,241675.0,1.5,103,Gasoline,Automatic,FWD,White,13000
Mazda,323,,2004,2,170000.0,1.6,105,Gasoline,Automatic,FWD,Beige,6000
Mazda,3,Spirit,2022,1,30000.0,2.0,165,Gasoline,Automatic,FWD,White,134000
Mazda,3,Comfort,2004,4,201000.0,1.6,105,Gasoline,Automatic,FWD,Blue,8000
Mazda,3,Comfort,2007,1,260000.0,1.6,105,Gasoline,Automatic,FWD,Grey,6000
Mazda,5,Executive,2010,3,325000.0,2.0,145,Gasoline,Automatic,FWD,Ruby,8000
Mazda,3,Active,2010,4,250000.0,1.6,105,Gasoline,Automatic,FWD,Light Grey,13500
Mazda,6,,2019,2,125000.0,2.5,195,Gasoline,Automatic,FWD,Red,82000
Mazda,3,Sport,2017,4,230000.0,2.0,165,Gasoline,Automatic,FWD,Black,65000
Mazda,Cx 5,Luxury,2013,2,280000.0,2.0,155,Gasoline,Automatic,FWD,White,44000
Mazda,5,Executive,2009,3,380000.0,2.0,145,Gasoline,Automatic,FWD,White,8000
Mazda,Cx 5,,2022,1,47300.0,2.5,194,Gasoline,Automatic,FWD,White,155000
Mazda,5,S,2007,4,278000.0,2.0,145,Gasoline,Automatic,FWD,Blue,14000
Mazda,5,S,2008,3,184000.0,2.0,145,Gasoline,Automatic,FWD,Silver,18000
Mazda,Cx 5,,2013,2,284000.0,2.0,155,Gasoline,Automatic,FWD,Black,50000
Mazda,3,Active,2006,3,229000.0,1.6,105,Gasoline,Automatic,FWD,Silver,7500
Mazda,Cx 5,,2014,3,140000.0,2.0,165,Gasoline,Automatic,FWD,White,58000
Mazda,3,,2008,2,203000.0,1.6,105,Gasoline,Automatic,FWD,Grey,11000
Mazda,3,Comfort,2008,2,150000.0,1.6,105,Gasoline,Automatic,FWD,White,14000
Mazda,323,,2003,3,220000.0,1.6,105,Gasoline,Automatic,FWD,White,4900
Mazda,5,S,2008,3,270000.0,2.0,145,Gasoline,Automatic,FWD,White,15900
Mazda,3,Sport,2019,2,99000.0,2.0,165,Gasoline,Automatic,FWD,White,60000
Mazda,6,Executive,2010,4,213000.0,2.0,155,Gasoline,Automatic,FWD,Black,18000
Mazda,5,,2007,3,340000.0,2.0,145,Gasoline,Automatic,FWD,Silver,12000
Mazda,6,Executive,2010,4,220000.0,2.0,155,Gasoline,Automatic,FWD,Silver,13000
Mazda,Cx 5,Executive,2022,1,53000.0,2.0,165,Gasoline,Automatic,FWD,Bronze,125000
Mazda,3,Active,2006,4,177800.0,1.6,105,Gasoline,Automatic,FWD,Beige,8000
Mazda,3,,2009,4,212396.0,1.6,105,Gasoline,Automatic,FWD,Black,17000
Mazda,Cx 5,Executive,2013,3,186000.0,2.0,155,Gasoline,Automatic,FWD,Black,50000
Mazda,5,S,2006,3,295000.0,2.0,145,Gasoline,Automatic,FWD,Silver,11000
Mazda,Cx 5,,2015,3,106000.0,2.5,188,Gasoline,Automatic,AWD,Grey,71000
Mazda,6,Luxury,2018,4,49500.0,2.0,165,Gasoline,Automatic,FWD,Silver,74000
Mazda,3,Black Edition,2022,1,43000.0,2.0,165,Gasoline,Automatic,FWD,White,120000
Mazda,3,Sport,2019,3,137000.0,2.0,165,Gasoline,Automatic,FWD,White,60000
Mazda,2,Dynamic,2015,3,132000.0,1.5,103,Gasoline,Automatic,FWD,Grey,38500
Mazda,3,Active,2005,3,296775.0,1.6,105,Gasoline,Automatic,FWD,Silver,6900
Mazda,3,Active,2005,3,327000.0,1.6,105,Gasoline,Automatic,FWD,White,8500
Mazda,3,Active,2012,3,290000.0,1.6,105,Gasoline,Automatic,FWD,Silver,14000
Mazda,5,S,2007,3,300000.0,2.0,145,Gasoline,Automatic,FWD,Grey,9000
Mazda,3,Spirit,2023,1,26000.0,2.0,165,Gasoline,Automatic,FWD,Black,135000
Mazda,6,,2016,3,233500.0,2.0,165,Gasoline,Automatic,FWD,White,44000
Mazda,5,S,2007,2,250000.0,2.0,145,Gasoline,Automatic,FWD,Light blue,18000
Mazda,3,Spirit,2021,2,100000.0,2.0,165,Gasoline,Automatic,FWD,White,98000
Mazda,Cx 5,Executive,2015,2,120000.0,2.0,165,Gasoline,Automatic,FWD,Black,67000
Mazda,3,Spirit,2019,1,97000.0,2.0,165,Gasoline,Automatic,FWD,White,86000
Mazda,5,Executive,2014,2,199000.0,2.0,144,Gasoline,Automatic,FWD,Silver,47000
Mazda,3,Active,2010,4,125000.0,1.6,105,Gasoline,Automatic,FWD,Blue,24000
Mazda,3,Active,2010,3,200000.0,1.6,105,Gasoline,Automatic,FWD,Grey,16500
Mazda,2,Dynamic,2008,3,268000.0,1.5,103,Gasoline,Automatic,FWD,Grey,9900
Mazda,323,LX,2003,3,280000.0,1.6,105,Gasoline,Automatic,FWD,Silver,8000
Mazda,626,GLX,1998,1,275000.0,2.0,136,Gasoline,Automatic,FWD,Beige,10000
Mazda,5,Executive,2013,2,205000.0,2.0,144,Gasoline,Automatic,FWD,Silver,37500
Mazda,3,,2005,1,165000.0,2.0,150,Gasoline,Automatic,FWD,Grey,15000
Mazda,6,Luxury,2010,2,193000.0,2.0,155,Gasoline,Automatic,FWD,Black,18000
Mazda,Cx 5,,2020,1,57000.0,2.0,165,Gasoline,Automatic,FWD,Black,120000
Mazda,Cx 5,Executive,2018,2,53600.0,2.0,165,Gasoline,Automatic,FWD,Blue,105000
Mazda,3,Comfort,2021,2,64000.0,2.0,165,Gasoline,Automatic,FWD,White,93000
Mazda,Cx 5,,2015,1,130000.0,2.0,165,Gasoline,Automatic,FWD,Black,63000
Mazda,5,Executive,2009,3,247000.0,2.0,145,Gasoline,Automatic,FWD,Purple,12000
Mazda,3,Active,2007,4,180000.0,1.6,105,Gasoline,Automatic,FWD,Beige,11000
Mazda,3,Premium,2018,3,149000.0,2.0,165,Gasoline,Automatic,FWD,White,70000
Mazda,5,S,2007,2,267000.0,2.0,145,Gasoline,Automatic,FWD,Blue,9000
Mazda,Cx 5,,2022,1,90000.0,2.0,165,Gasoline,Automatic,FWD,White,139000
Mazda,Cx 3,Zoom,2020,3,65000.0,2.0,156,Gasoline,Automatic,FWD,White,84000
Mazda,2,Active,2009,4,250300.0,1.5,103,Gasoline,Automatic,FWD,Light blue,12000
Mazda,5,S,2006,2,89000.0,2.0,145,Gasoline,Automatic,FWD,Blue,11000
Mazda,6,Luxury,2019,2,160000.0,2.0,165,Gasoline,Automatic,FWD,Black,69900
Mazda,3,Active,2008,3,200000.0,1.6,105,Gasoline,Automatic,FWD,Beige,12000
Mazda,5,S,2007,3,185000.0,2.0,145,Gasoline,Automatic,FWD,Silver,11900
Mazda,Cx 5,Executive,2013,3,161826.0,2.0,155,Gasoline,Automatic,FWD,White,50000
Mazda,3,Active,2010,2,222000.0,1.6,105,Gasoline,Automatic,FWD,Blue,14000
Mazda,6,,2010,3,280000.0,2.0,147,Gasoline,Automatic,FWD,Bronze,12000
Mazda,5,Executive,2011,4,194000.0,2.0,144,Gasoline,Automatic,FWD,Grey,21500
Mazda,6,Executive,2007,3,295000.0,2.0,147,Gasoline,Automatic,FWD,Grey,10000
Mazda,2,Dynamic,2022,3,63600.0,1.5,116,Gasoline,Automatic,FWD,White,80000
Mazda,3,Sport,2018,3,125000.0,2.0,165,Gasoline,Automatic,FWD,Black,63000
Mazda,6,Luxury,2011,2,106000.0,2.0,155,Gasoline,Automatic,FWD,Grey,23000
Mazda,6,Luxury,2015,3,205000.0,2.0,165,Gasoline,Automatic,FWD,White,42000
Mazda,3,,2018,2,133600.0,2.0,165,Gasoline,Automatic,FWD,White,65500
Mazda,3,Sport,2019,1,75000.0,2.0,165,Gasoline,Automatic,FWD,White,70000
Mazda,Cx 3,Zoom,2024,1,400.0,1.5,116,Gasoline,Automatic,FWD,White,129900
Mazda,3,Comfort,2013,2,137000.0,1.5,120,Gasoline,Automatic,FWD,Grey,40000
Mazda,3,Active,2006,3,238000.0,1.6,105,Gasoline,Automatic,FWD,Grey,8500
Mazda,3,Sport,2018,2,86000.0,2.0,165,Gasoline,Automatic,FWD,White,74000
Mazda,3,,2007,4,233000.0,2.0,150,Gasoline,Automatic,FWD,Beige,11000
Mazda,Cx 5,Premium,2018,2,118000.0,2.5,195,Gasoline,Automatic,AWD,Black,122000
Mazda,3,,2011,4,270000.0,1.6,105,Gasoline,Automatic,FWD,Blue,15000
Mazda,6,Executive,2008,3,205000.0,2.0,147,Gasoline,Automatic,FWD,Silver,19000
Mazda,6,Luxury,2020,2,86800.0,2.0,165,Gasoline,Automatic,FWD,Black,94000
Mazda,3,Active,2007,3,217450.0,1.6,105,Gasoline,Automatic,FWD,Beige,9500
Mazda,5,Executive,2014,4,149000.0,2.0,144,Gasoline,Automatic,FWD,Silver,44000
Mazda,Cx 5,Executive,2021,2,60000.0,2.0,165,Gasoline,Automatic,FWD,Black,120000
Mazda,Cx 5,Luxury,2018,2,115000.0,2.0,165,Gasoline,Automatic,FWD,Black,112000
Mazda,Cx 5,Comfort,2020,2,81000.0,2.0,165,Gasoline,Automatic,FWD,White,103000
Mazda,3,,2012,4,260000.0,1.6,105,Gasoline,Automatic,FWD,White,9500
Mazda,3,Premium,2023,2,31000.0,2.0,165,Gasoline,Automatic,FWD,Silver,135000
Mazda,5,Executive,2009,3,380000.0,2.0,145,Gasoline,Automatic,FWD,White,8000
Mazda,Cx 5,,2022,1,47300.0,2.5,194,Gasoline,Automatic,FWD,White,155000
Mazda,5,S,2007,4,278000.0,2.0,145,Gasoline,Automatic,FWD,Blue,14000
Mazda,5,S,2008,3,184000.0,2.0,145,Gasoline,Automatic,FWD,Silver,18000
Mazda,5,,2015,2,148000.0,2.0,144,Gasoline,Automatic,FWD,Grey,57000
Mazda,3,Spirit,2014,4,143000.0,2.0,165,Gasoline,Automatic,FWD,Black,46000
Mazda,Cx 30,Executive,2020,2,94000.0,2.0,165,Gasoline,Automatic,FWD,White,98000
Mazda,Cx 5,Executive,2022,2,27800.0,2.0,165,Gasoline,Automatic,FWD,Black,151000
Mazda,6,Executive,2010,2,130700.0,2.0,155,Gasoline,Automatic,FWD,Silver,21000
Mazda,Cx 5,Luxury,2012,3,173000.0,2.0,155,Gasoline,Automatic,FWD,White,54000
Mazda,6,Executive,2009,3,144000.0,2.0,147,Gasoline,Automatic,FWD,Silver,17000
Mazda,3,Spirit,2014,2,245000.0,2.0,165,Gasoline,Automatic,FWD,White,34000
Mazda,5,Executive,2008,4,300000.0,2.0,145,Gasoline,Automatic,FWD,Silver,15000
Mazda,3,Active,2009,2,202200.0,1.6,105,Gasoline,Automatic,FWD,Blue,13800
Mazda,3,Active,2008,3,247000.0,1.6,105,Gasoline,Automatic,FWD,Silver,7000
Mazda,3,Active,2010,3,185000.0,1.6,105,Gasoline,Automatic,FWD,Silver,18000
Mazda,Premacy,GLX,2005,2,190000.0,2.0,131,Gasoline,Automatic,FWD,Silver,9000
Mazda,3,Active,2010,4,195000.0,1.6,105,Gasoline,Automatic,FWD,Blue,16000
Mazda,3,Spirit,2022,3,65000.0,2.0,165,Gasoline,Automatic,FWD,Black,110000
Mazda,Cx 5,Executive,2016,3,123312.0,2.0,165,Gasoline,Automatic,FWD,White,65000
Mazda,3,Sport,2017,2,100000.0,2.0,165,Gasoline,Automatic,FWD,Grey,54800
Mazda,3,Active,2011,3,245000.0,1.6,105,Gasoline,Automatic,FWD,White,11000
Mazda,3,Active,2009,2,127600.0,1.6,105,Gasoline,Automatic,FWD,Silver,16500
Mazda,Cx 5,Luxury,2016,1,184000.0,2.0,165,Gasoline,Automatic,FWD,White,66000
Mazda,Cx 5,,2013,2,284000.0,2.0,155,Gasoline,Automatic,FWD,Black,50000
Mazda,3,Active,2006,3,229000.0,1.6,105,Gasoline,Automatic,FWD,Silver,7500
Mazda,Cx 5,,2014,3,140000.0,2.0,165,Gasoline,Automatic,FWD,White,58000
Mazda,3,,2008,2,203000.0,1.6,105,Gasoline,Automatic,FWD,Grey,11000
Mazda,3,Comfort,2008,2,150000.0,1.6,105,Gasoline,Automatic,FWD,White,14000
Mazda,323,,2003,3,220000.0,1.6,105,Gasoline,Automatic,FWD,White,4900
Mazda,5,S,2008,3,270000.0,2.0,145,Gasoline,Automatic,FWD,White,15900
Mazda,3,Sport,2019,2,99000.0,2.0,165,Gasoline,Automatic,FWD,White,60000
Mazda,6,Executive,2010,4,213000.0,2.0,155,Gasoline,Automatic,FWD,Black,18000
Mazda,5,,2007,3,340000.0,2.0,145,Gasoline,Automatic,FWD,Silver,12000
Mazda,3,Active,2008,1,203000.0,1.6,105,Gasoline,Automatic,FWD,Silver,11500
Mazda,Cx 5,Executive,2020,3,85000.0,2.0,165,Gasoline,Automatic,FWD,Black,115000
Mazda,3,Active,2008,4,202112.0,1.6,105,Gasoline,Automatic,FWD,Black,14000
Mazda,5,Luxury,2008,3,278000.0,2.0,145,Gasoline,Automatic,FWD,Red,13000
Mazda,3,Spirit,2010,4,220000.0,2.0,150,Gasoline,Automatic,FWD,White,30000
Mazda,Cx 5,Executive,2016,2,215000.0,2.0,165,Gasoline,Automatic,FWD,Silver,69000
Mazda,Cx 5,Executive,2016,4,97000.0,2.0,165,Gasoline,Automatic,FWD,White,75900
Mazda,2,,2016,2,114000.0,1.5,111,Gasoline,Automatic,FWD,Blue,50000
Mazda,3,Sport,2018,2,120000.0,2.0,165,Gasoline,Automatic,FWD,Silver,66000
Mazda,5,,2007,3,285000.0,2.0,145,Gasoline,Automatic,FWD,Silver,15000
Mazda,3,Spirit,2005,4,279000.0,2.0,150,Gasoline,Automatic,FWD,Green,10000
Mazda,3,Spirit,2011,1,200000.0,2.0,150,Gasoline,Automatic,FWD,Silver,27000
Mazda,2,Dynamic,2014,3,204000.0,1.5,103,Gasoline,Automatic,FWD,Blue,19700
Mazda,3,,2011,2,129000.0,2.0,150,Gasoline,Automatic,FWD,Red,27000
Mazda,Cx 5,Executive,2021,1,38500.0,2.0,165,Gasoline,Automatic,FWD,White,132000
Mazda,3,Active,2010,3,235000.0,1.6,105,Gasoline,Automatic,FWD,Grey,13000
Mazda,3,Comfort,2007,2,210000.0,1.6,105,Gasoline,Automatic,FWD,Red,15000
Mazda,Cx 5,Luxury,2019,2,140500.0,2.0,165,Gasoline,Automatic,FWD,White,100000
Mazda,Cx 5,Executive,2014,4,208000.0,2.0,155,Gasoline,Automatic,FWD,White,51500
Mazda,5,S,2008,3,450000.0,2.0,145,Gasoline,Automatic,FWD,Grey,4500
Mazda,6,Executive,2010,4,220000.0,2.0,155,Gasoline,Automatic,FWD,Silver,13000
Mazda,Cx 5,Executive,2022,1,53000.0,2.0,165,Gasoline,Automatic,FWD,Bronze,125000
Mazda,3,Active,2006,4,177800.0,1.6,105,Gasoline,Automatic,FWD,Beige,8000
Mazda,3,,2009,4,212396.0,1.6,105,Gasoline,Automatic,FWD,Black,17000
Mazda,Cx 5,Executive,2013,3,186000.0,2.0,155,Gasoline,Automatic,FWD,Black,50000
Mazda,5,S,2006,3,295000.0,2.0,145,Gasoline,Automatic,FWD,Silver,11000
Mazda,6,,2016,3,233500.0,2.0,165,Gasoline,Automatic,FWD,White,44000
Mazda,5,S,2007,2,250000.0,2.0,145,Gasoline,Automatic,FWD,Light blue,18000
Mazda,3,Spirit,2021,2,100000.0,2.0,165,Gasoline,Automatic,FWD,White,98000
Mazda,Cx 5,Executive,2015,2,120000.0,2.0,165,Gasoline,Automatic,FWD,Black,67000
Mazda,6,Luxury,2012,3,125000.0,2.0,155,Gasoline,Automatic,FWD,Silver,31000
Mazda,2,Active,2011,4,183000.0,1.5,103,Gasoline,Automatic,FWD,Grey,18900
Mazda,5,Executive,2009,2,280000.0,2.0,145,Gasoline,Automatic,FWD,Golden,12000
Mazda,3,Active,2010,3,144000.0,1.6,105,Gasoline,Automatic,FWD,Grey,21000
Mazda,3,Sport,2019,2,50000.0,2.0,165,Gasoline,Automatic,FWD,Black,89900
Mazda,3,Active,2009,3,172000.0,1.6,105,Gasoline,Automatic,FWD,Black,18000
Mazda,3,Active,2008,4,206000.0,1.6,105,Gasoline,Automatic,FWD,Blue,11000
Mazda,Cx 5,Executive,2016,3,122900.0,2.0,165,Gasoline,Automatic,FWD,White,55900
Mazda,Cx 5,Executive,2014,2,174000.0,2.0,155,Gasoline,Automatic,FWD,Ruby,56500
Mazda,3,Sport,2019,4,95000.0,2.0,165,Gasoline,Automatic,FWD,White,73000
Mazda,3,Active,2006,2,70000.0,1.6,105,Gasoline,Automatic,FWD,Blue,10000
Mazda,6,,2010,3,114000.0,2.0,147,Gasoline,Automatic,FWD,Black,32000
Mazda,Demio,GLX,2001,3,225000.0,1.5,75,Gasoline,Automatic,FWD,Silver,6500
Mazda,3,Spirit,2021,2,58000.0,2.0,165,Gasoline,Automatic,FWD,White,103000
Mazda,3,Spirit,2012,2,297000.0,2.0,150,Gasoline,Automatic,FWD,Blue,27500
Mazda,Cx 5,Premium,2020,1,52000.0,2.0,165,Gasoline,Automatic,FWD,Black,144500
Mazda,2,Dynamic,2008,3,130000.0,1.5,103,Gasoline,Automatic,FWD,Green,14900
Mazda,3,Comfort,2012,3,220167.0,1.6,105,Gasoline,Automatic,FWD,Silver,17000
Mazda,Cx 30,Comfort,2021,1,38000.0,2.0,165,Gasoline,Automatic,FWD,Grey,115000
Mazda,Cx 5,Executive,2012,1,127000.0,2.0,155,Gasoline,Automatic,FWD,Silver,49900
Mazda,3,Spirit,2019,1,97000.0,2.0,165,Gasoline,Automatic,FWD,White,86000
Mazda,5,Executive,2014,2,199000.0,2.0,144,Gasoline,Automatic,FWD,Silver,47000
Mazda,3,Active,2010,4,125000.0,1.6,105,Gasoline,Automatic,FWD,Blue,24000
Mazda,3,Active,2010,3,200000.0,1.6,105,Gasoline,Automatic,FWD,Grey,16500
Mazda,2,Dynamic,2008,3,268000.0,1.5,103,Gasoline,Automatic,FWD,Grey,9900
Mazda,323,LX,2003,3,280000.0,1.6,105,Gasoline,Automatic,FWD,Silver,8000
Mazda,626,GLX,1998,1,275000.0,2.0,136,Gasoline,Automatic,FWD,Beige,10000
Mazda,5,Executive,2013,2,205000.0,2.0,144,Gasoline,Automatic,FWD,Silver,37500
Mazda,3,,2005,1,165000.0,2.0,150,Gasoline,Automatic,FWD,Grey,15000
Mazda,6,Luxury,2010,2,193000.0,2.0,155,Gasoline,Automatic,FWD,Black,18000
Mazda,Cx 5,Executive,2015,3,190000.0,2.0,155,Gasoline,Automatic,FWD,Black,50000
Mazda,3,Spirit,2024,2,500.0,2.0,165,Gasoline,Automatic,FWD,White,146000
Mazda,5,Executive,2008,3,255000.0,2.0,145,Gasoline,Automatic,FWD,Silver,18000
Mazda,Cx 5,Executive,2012,3,170550.0,2.0,155,Gasoline,Automatic,FWD,Black,40000
Mazda,2,Dynamic,2016,1,130000.0,1.5,111,Gasoline,Automatic,FWD,Purple,49000
Mazda,6,Luxury,2016,4,222000.0,2.0,165,Gasoline,Automatic,FWD,Grey,39000
Mazda,6,Luxury,2006,3,320000.0,2.0,147,Gasoline,Automatic,FWD,Silver,22000
Mazda,3,Active,2008,2,214000.0,1.6,105,Gasoline,Automatic,FWD,Blue,11500
Mazda,Cx 5,Luxury,2019,1,106000.0,2.0,165,Gasoline,Automatic,FWD,White,111000
Mazda,Cx 5,Executive,2021,2,89000.0,2.0,165,Gasoline,Automatic,FWD,White,120000
Mazda,Cx 5,Executive,2014,3,100000.0,2.5,188,Gasoline,Automatic,AWD,White,64500
Mazda,6,Executive,2012,3,164000.0,2.0,155,Gasoline,Automatic,FWD,Grey,27000
Mazda,5,Executive,2014,2,200000.0,2.0,144,Gasoline,Automatic,FWD,Silver,37000
Mazda,Cx 5,Executive,2020,1,49000.0,2.0,165,Gasoline,Automatic,FWD,Black,127000
Mazda,2,Dynamic,2008,2,201000.0,1.5,103,Gasoline,Automatic,FWD,Silver,17000
Mazda,5,Luxury,2011,2,260000.0,2.0,144,Gasoline,Automatic,FWD,White,33000
Mazda,5,Luxury,2008,2,170000.0,2.0,145,Gasoline,Automatic,FWD,Silver,15000
Mazda,3,Active,2015,2,225000.0,1.5,120,Gasoline,Automatic,FWD,Blue,34000
Mazda,6,Luxury,2008,3,195000.0,2.0,147,Gasoline,Automatic,FWD,Silver,10000
Mazda,3,Active,2010,3,220000.0,1.6,105,Gasoline,Automatic,FWD,Black,13500
Mazda,Cx 5,,2020,1,57000.0,2.0,165,Gasoline,Automatic,FWD,Black,120000
Mazda,Cx 5,Executive,2018,2,53600.0,2.0,165,Gasoline,Automatic,FWD,Blue,105000
Mazda,3,Comfort,2021,2,64000.0,2.0,165,Gasoline,Automatic,FWD,White,93000
Mazda,Cx 5,,2015,1,130000.0,2.0,165,Gasoline,Automatic,FWD,Black,63000
Mazda,5,Executive,2009,3,247000.0,2.0,145,Gasoline,Automatic,FWD,Purple,12000
Mazda,3,Active,2007,4,180000.0,1.6,105,Gasoline,Automatic,FWD,Beige,11000
Mazda,3,Active,2010,2,222000.0,1.6,105,Gasoline,Automatic,FWD,Blue,14000
Mazda,6,,2010,3,280000.0,2.0,147,Gasoline,Automatic,FWD,Bronze,12000
Mazda,5,Executive,2011,4,194000.0,2.0,144,Gasoline,Automatic,FWD,Grey,21500
Mazda,6,Executive,2007,3,295000.0,2.0,147,Gasoline,Automatic,FWD,Grey,10000
Mazda,B Series,SDX,2004,3,30000.0,2.5,109,Diesel,Manual,RWD,Blue,25000
Mazda,3,Active,2007,3,221000.0,1.6,105,Gasoline,Automatic,FWD,Blue,13900
Mazda,323,,2001,2,418000.0,1.8,115,Gasoline,Automatic,FWD,White,5900
Mazda,Cx 5,Executive,2017,2,173000.0,2.0,165,Gasoline,Automatic,FWD,Silver,86500
Mazda,5,,2006,3,207000.0,2.0,145,Gasoline,Automatic,FWD,Silver,19900
Mazda,3,Black Edition,2022,1,10000.0,2.0,165,Gasoline,Automatic,FWD,Black,142000
Mazda,3,Active,2009,3,240000.0,1.6,105,Gasoline,Automatic,FWD,Silver,9500
Mazda,6,Luxury,2008,3,175000.0,2.0,147,Gasoline,Automatic,FWD,Black,16500
Mazda,3,,2017,2,87000.0,2.0,165,Gasoline,Automatic,FWD,White,75000
Mazda,6,Luxury,2011,4,142000.0,2.0,155,Gasoline,Automatic,FWD,Silver,27000
Mazda,2,Active,2010,3,145000.0,1.5,103,Gasoline,Automatic,FWD,Silver,12000
Mazda,3,Premium,2018,2,140000.0,2.0,165,Gasoline,Automatic,FWD,White,78000
Mazda,Cx 5,Executive,2014,3,260000.0,2.0,155,Gasoline,Automatic,FWD,White,52000
Mazda,3,Active,2010,2,205000.0,1.6,105,Gasoline,Automatic,FWD,Silver,18000
Mazda,3,Active,2010,3,230000.0,1.6,105,Gasoline,Automatic,FWD,Black,13500
Mazda,3,Sport,2018,3,117000.0,2.0,165,Gasoline,Automatic,FWD,White,65000
Mazda,3,Active,2005,4,198000.0,1.6,105,Gasoline,Automatic,FWD,Blue,6000
Mazda,Cx 30,Comfort,2020,3,85000.0,2.0,165,Gasoline,Automatic,FWD,Black,92200
Mazda,3,Active,2008,3,260000.0,1.6,105,Gasoline,Automatic,FWD,Beige,11000
Mazda,Cx 5,Luxury,2014,1,91000.0,2.0,155,Gasoline,Automatic,FWD,White,65000
Mazda,2,Dynamic,2022,3,63600.0,1.5,116,Gasoline,Automatic,FWD,White,80000
Mazda,3,Sport,2018,3,125000.0,2.0,165,Gasoline,Automatic,FWD,Black,63000
Mazda,6,Luxury,2011,2,106000.0,2.0,155,Gasoline,Automatic,FWD,Grey,23000
Mazda,6,Luxury,2015,3,205000.0,2.0,165,Gasoline,Automatic,FWD,White,42000
Mazda,3,,2018,2,133600.0,2.0,165,Gasoline,Automatic,FWD,White,65500
Mazda,3,Sport,2019,1,75000.0,2.0,165,Gasoline,Automatic,FWD,White,70000
Mazda,Cx 3,Zoom,2024,1,400.0,1.5,116,Gasoline,Automatic,FWD,White,129900
Mazda,3,Comfort,2013,2,137000.0,1.5,120,Gasoline,Automatic,FWD,Grey,40000
Mazda,3,Active,2006,3,238000.0,1.6,105,Gasoline,Automatic,FWD,Grey,8500
Mazda,3,Sport,2018,2,86000.0,2.0,165,Gasoline,Automatic,FWD,White,74000
Mazda,3,Spirit,2014,4,188000.0,2.0,165,Gasoline,Automatic,FWD,White,48000
Mazda,3,Comfort,2007,4,260000.0,1.6,105,Gasoline,Automatic,FWD,Blue,8000
Mazda,Cx 5,Executive,2018,2,160000.0,2.0,165,Gasoline,Automatic,FWD,Grey,91000
Mazda,3,Active,2011,3,142000.0,1.6,105,Gasoline,Automatic,FWD,Grey,17500
Mazda,3,,2010,4,185000.0,1.6,105,Gasoline,Automatic,FWD,Silver,19000
Mazda,3,Active,2009,3,260000.0,1.6,105,Gasoline,Automatic,FWD,Brown,10900
Mazda,3,,2014,2,169000.0,1.5,120,Gasoline,Automatic,FWD,White,31000
Mazda,Cx 5,,2021,2,24000.0,2.5,194,Gasoline,Automatic,FWD,Silver,145000
Mazda,6,Premium,2008,4,240000.0,2.5,170,Gasoline,Automatic,FWD,Black,13000
Mazda,3,Active,2014,3,300000.0,1.5,120,Gasoline,Automatic,FWD,White,34000
Mazda,5,S,2008,1,218000.0,2.0,145,Gasoline,Automatic,FWD,Silver,30000
Mazda,3,Comfort,2017,2,142000.0,2.0,165,Gasoline,Automatic,FWD,Black,54000
Mazda,Cx 5,Executive,2018,4,108000.0,2.0,165,Gasoline,Automatic,FWD,White,95000
Mazda,3,Active,2008,3,184000.0,1.6,105,Gasoline,Automatic,FWD,Silver,12000
Mazda,3,Comfort,2004,3,217000.0,1.6,105,Gasoline,Automatic,FWD,Grey,12000
Mazda,3,Spirit,2021,2,71000.0,2.0,165,Gasoline,Automatic,FWD,White,105000
Mazda,3,Active,2010,3,220000.0,1.6,105,Gasoline,Automatic,FWD,Silver,17500
Mazda,3,Active,2009,1,279040.0,1.6,105,Gasoline,Automatic,FWD,Silver,20000
Mazda,3,Active,2009,3,255000.0,1.6,105,Gasoline,Automatic,FWD,Silver,15000
Mazda,Cx 5,Executive,2020,2,53000.0,2.0,165,Gasoline,Automatic,FWD,White,120000
Mazda,3,,2007,4,233000.0,2.0,150,Gasoline,Automatic,FWD,Beige,11000
Mazda,Cx 5,Premium,2018,2,118000.0,2.5,195,Gasoline,Automatic,AWD,Black,122000
Mazda,3,,2011,4,270000.0,1.6,105,Gasoline,Automatic,FWD,Blue,15000
Mazda,6,Executive,2008,3,205000.0,2.0,147,Gasoline,Automatic,FWD,Silver,19000
Mazda,6,Luxury,2020,2,86800.0,2.0,165,Gasoline,Automatic,FWD,Black,94000
